src,flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate,scheduled_dept_converted,actual_dept_converted,scheduled_arrival_converted,actual_arrival_converted
quicktrip,2011-12-04-AA-400-DFW-JFK,2011-12-04 10:40 AM,2011-12-04 11:01 AM,,2011-12-04 2:59 PM,2011-12-04 3:02 PM,,2011-12-04 10:40:00,2011-12-04 11:01:00,2011-12-04 14:59:00,2011-12-04 03:02:00
flights,2011-12-25-UA-3373-IAD-PHL,,2011-12-25 08:25 AM,C18,,2011-12-25 09:39 AM,D7,,2011-12-25 08:25:00,,2011-12-25 09:39:00
allegiantair,2011-12-09-AA-3979-CVG-ORD,7:30 AM- Dec 09,7:46 AM- Dec 09,Terminal 2,8:00 AM- Dec 09,7:42 AM- Dec 09,G14,2000-12-09 07:30:00,2000-12-09 07:46:00,2000-12-09 08:00:00,2000-12-09 07:42:00
myrateplan,2011-12-27-UA-5487-SFO-MRY,,12/27/11 12:06 PM (-08:00),,,12/27/11 12:25 PM (-08:00),,,2011-12-27 12:06:00,,2011-12-27 12:25:00
flytecomm,2011-12-22-AA-3859-IAH-ORD,,12/22/11 7:23 AM (-06:00),,,12/22/11 9:22 AM (-06:00),,,2011-12-22 07:23:00,,2011-12-22 09:22:00
panynj,2011-12-05-AA-3979-CVG-ORD,7:30 AM- Dec 05,7:48 AM- Dec 05,Terminal 2,8:00 AM- Dec 05,7:40 AM- Dec 05,G14,2000-12-05 07:30:00,2000-12-05 07:48:00,2000-12-05 08:00:00,2000-12-05 07:40:00
myrateplan,2011-12-12-AA-616-DFW-DTW,,12/12/11 9:47 AM (-06:00),,,12/12/11 12:43 PM (-05:00),,,2011-12-12 09:47:00,,2011-12-12 12:43:00
wunderground,2011-12-30-AA-3859-IAH-ORD,2011-12-30 07:10AM CST,2011-12-30 07:17AM CST, A29 ,2011-12-30 09:24AM CST,2011-12-30 09:20AM CST, G6A ,2011-12-30 07:10:00,2011-12-30 07:17:00,2011-12-30 09:24:00,2011-12-30 09:20:00
aa,2011-12-04-AA-3979-CVG-ORD,12/04/2011 07:30 AM,12/04/2011 07:32 AM,3,12/04/2011 08:00 AM,12/04/2011 07:26 AM,H1B,2011-12-04 07:30:00,2011-12-04 07:32:00,2011-12-04 08:00:00,2011-12-04 07:26:00
usatoday,2011-12-30-AA-2268-PHX-ORD,7:15 AM- Dec 30,7:34 AM- Dec 30,,11:35 AM- Dec 30,11:43 AM- Dec 30,,2000-12-30 07:15:00,2000-12-30 07:34:00,2000-12-30 11:35:00,2000-12-30 11:43:00
aa,2011-12-11-AA-2050-ORD-MIA,December 11- 2011               10:40 AM    ,December 11- 2011               10:42 AM    , K9,December 11- 2011               02:45 PM    ,December 11- 2011               02:36 PM    , D24    ,2011-12-11 10:40:00,2011-12-11 10:42:00,2011-12-11 14:45:00,2011-12-11 14:36:00
flightview,2011-12-27-AA-85-JFK-SFO,3:05 PM- Dec 27,3:37 PM- Dec 27,Terminal 8 - 41,6:30 PM- Dec 27,6:22 PM- Dec 27,Terminal 2 - 58B,2000-12-27 15:05:00,2000-12-27 15:37:00,2000-12-27 18:30:00,2000-12-27 18:22:00
orbitz,2011-12-24-UA-2906-PHL-MCO,3:50pDec 24,4:49pDec 24, -,6:23pDec 24,7:23pDec 24, -,2000-12-24 15:50:00,2000-12-24 16:49:00,2000-12-24 18:23:00,2000-12-24 19:23:00
flights,2011-12-10-UA-3925-IAD-ORF,,2011-12-10 08:39 AM,A2,,2011-12-10 09:38 AM,,,2011-12-10 08:39:00,,2011-12-10 09:38:00
quicktrip,2011-12-14-UA-382-IAD-LAX,2011-12-14 12:30 PM,2011-12-14 12:27 PM,,2011-12-14 3:19 PM,2011-12-14 3:05 PM,,2011-12-14 12:30:00,2011-12-14 12:27:00,2011-12-14 03:19:00,2011-12-14 03:05:00
ord,2011-12-19-UA-248-PHX-ORD,2011-12-19 12:52 PM,,5,2011-12-19 5:13 PM,,B10,2011-12-19 12:52:00,,2011-12-19 17:13:00,
quicktrip,2011-12-07-UA-414-LAX-SFO,2011-12-07 6:00 AM,2011-12-07 5:55 AM,,2011-12-07 7:23 AM,2011-12-07 7:12 AM,,2011-12-07 06:00:00,2011-12-07 05:55:00,2011-12-07 07:23:00,2011-12-07 07:12:00
orbitz,2011-12-08-AA-404-MIA-MCO,6:45aDec 8,6:40aDec 8, E5,7:45aDec 8,7:35aDec 8, 16,2000-12-08 06:45:00,2000-12-08 06:40:00,2000-12-08 07:45:00,2000-12-08 07:35:00
quicktrip,2011-12-27-AA-3804-PHL-ORD,2011-12-27 2:35 PM,2011-12-27 2:37 PM,,2011-12-27 4:05 PM,2011-12-27 3:55 PM,,2011-12-27 14:35:00,2011-12-27 14:37:00,2011-12-27 16:05:00,2011-12-27 03:55:00
quicktrip,2011-12-26-AA-1007-MIA-PHX,2011-12-26 4:55 PM,2011-12-26 4:50 PM,,2011-12-26 8:05 PM,2011-12-26 7:42 PM,,2011-12-26 16:55:00,2011-12-26 16:50:00,2011-12-26 20:05:00,2011-12-26 19:42:00
travelocity,2011-12-15-UA-3373-IAD-PHL,Dec 15 - Not Available,Dec 15 - 8:57am,A4B,Dec 15 - Not Available,Dec 15 - 9:38am,CHK,2000-12-15 00:00:00,2000-12-15 08:57:00,2000-12-15 00:00:00,2000-12-15 09:38:00
gofox,2011-12-03-UA-37-EDI-EWR,,9:37 AMDec 03,,,1:17 PMDec 03,,,2000-12-03 09:37:00,,2000-12-03 13:17:00
ord,2011-12-01-AA-3979-CVG-ORD,2011-12-01 7:30 AM,,1,2011-12-01 8:00 AM,,G10,2011-12-01 07:30:00,,2011-12-01 08:00:00,
mia,2011-12-17-AA-1165-JFK-MIA,,,,10:34A 12-17-11,2011-12-17  10:10A,,,,2011-12-17 10:34:00,2011-12-17 10:10:00
flightexplorer,2011-12-22-UA-5487-SFO-MRY,,12/22/2011 10:57AM PST,,,12/22/2011 11:15AM PST,,,2011-12-22 10:57:00,,2011-12-22 11:15:00
aa,2011-12-04-AA-3756-ORD-SLC,12/04/2011 12:15 PM,12/04/2011 12:53 PM,G11,12/04/2011 02:45 PM,12/04/2011 02:57 PM,A3,2011-12-04 12:15:00,2011-12-04 12:53:00,2011-12-04 14:45:00,2011-12-04 14:57:00
aa,2011-12-27-AA-3823-LAX-DEN,December 27- 2011               09:00 PM    ,December 27- 2011     , 44E,December 28- 2011               12:15 AM    ,December 28- 2011     , A49    ,2011-12-27 09:00:00,2011-12-27 00:00:00,2011-12-28 12:15:00,2011-12-28 00:00:00
foxbusiness,2011-12-29-AA-431-MIA-SFO,8:35 AM- Dec 29,9:08 AM- Dec 29,D11,11:50 AM- Dec 29,12:04 PM- Dec 29,Terminal 2 - 57,2000-12-29 08:35:00,2000-12-29 09:08:00,2000-12-29 11:50:00,2000-12-29 12:04:00
flytecomm,2011-12-13-UA-248-PHX-ORD,,12/13/11 2:56 PM (-07:00),,,12/13/11 6:39 PM (-06:00),,,2011-12-13 14:56:00,,2011-12-13 18:39:00
flightaware,2011-12-24-AA-1007-MIA-PHX,2011-12-24 04:55PM EST,2011-12-24 05:06PM EST, D37 ,2011-12-24 07:28PM MST,2011-12-24 07:19PM MST, 6 ,2011-12-24 16:55:00,2011-12-24 17:06:00,2011-12-24 19:28:00,2011-12-24 19:19:00
flylouisville,2011-12-08-AA-3756-ORD-SLC,12:15 PM  Thu 08-Dec-2011,12:12 PM  Thu 08-Dec-2011,H4,02:45 PM  Thu 08-Dec-2011,02:35 PM  Thu 08-Dec-2011,A3,2011-12-08 12:15:00,2011-12-08 12:12:00,2011-12-08 14:45:00,2011-12-08 14:35:00
helloflight,2011-12-11-AA-4330-CVG-ORD,12/11/11 3:35 PM (-05:00),,,12/11/11 4:00 PM (-06:00),,,2011-12-11 15:35:00,,2011-12-11 16:00:00,
gofox,2011-12-24-UA-2830-MCO-CLT,3:27 PM- Dec 24,3:33 PM- Dec 24,,5:05 PM- Dec 24,4:46 PM- Dec 24,,2000-12-24 15:27:00,2000-12-24 15:33:00,2000-12-24 17:05:00,2000-12-24 16:46:00
flytecomm,2012-01-01-UA-3099-PHX-PHL,,1/1/12 12:03 PM (-07:00),,,1/1/12 5:53 PM (-05:00),,,2012-01-01 12:03:00,,2012-01-01 17:53:00
wunderground,2011-12-22-AA-643-MIA-ORD,2011-12-22 07:10AM EST,2011-12-22 07:13AM EST, D16 ,2011-12-22 09:13AM CST,2011-12-22 08:51AM CST, H15 ,2011-12-22 07:10:00,2011-12-22 07:13:00,2011-12-22 09:13:00,2011-12-22 08:51:00
flightwise,2011-12-28-AA-1279-DFW-PHX,2011-12-28 01:00PM CST,2011-12-28 01:22PM CST, C17 ,2011-12-28 02:22PM MST,2011-12-28 02:23PM MST, 4 ,2011-12-28 13:00:00,2011-12-28 13:22:00,2011-12-28 14:22:00,2011-12-28 14:23:00
myrateplan,2011-12-17-AA-643-MIA-ORD,,12/17/11 7:30 AM (-05:00),,,12/17/11 9:19 AM (-06:00),,,2011-12-17 07:30:00,,2011-12-17 09:19:00
helloflight,2011-12-20-UA-2830-MCO-CLT,,12/20/11 3:50 PM (-05:00),,,12/20/11 4:52 PM (-05:00),,,2011-12-20 15:50:00,,2011-12-20 16:52:00
flightaware,2011-12-20-AA-466-IAH-MIA,2011-12-20 06:00AM CST,2011-12-20 06:19AM CST, A27 ,2011-12-20 09:12AM EST,2011-12-20 09:14AM EST, D12 ,2011-12-20 06:00:00,2011-12-20 06:19:00,2011-12-20 09:12:00,2011-12-20 09:14:00
flylouisville,2011-12-14-UA-2906-PHL-MCO,03:50 PM  Wed 14-Dec-2011,03:56 PM  Wed 14-Dec-2011,C27,06:23 PM  Wed 14-Dec-2011,06:12 PM  Wed 14-Dec-2011,58,2011-12-14 15:50:00,2011-12-14 03:56:00,2011-12-14 06:23:00,2011-12-14 06:12:00
panynj,2011-12-25-UA-37-EWR-MCO,,1:53 PMDec 25,,,4:50 PMDec 25,,,2000-12-25 13:53:00,,2000-12-25 16:50:00
world-flight-tracker,2011-12-11-AA-1733-ORD-PHX,2011-12-11 7:45 PM,2011-12-11 7:42 PM,,2011-12-11 10:30 PM,2011-12-11 10:24 PM (Estimated),,2011-12-11 19:45:00,2011-12-11 19:42:00,2011-12-11 22:30:00,2011-12-11 22:24:00
businesstravellogue,2011-12-04-AA-643-MIA-ORD,07:10 AM  Sun 04-Dec-2011,07:49 AM  Sun 04-Dec-2011,D2,09:35 AM  Sun 04-Dec-2011,09:35 AM  Sun 04-Dec-2011,L8,2011-12-04 07:10:00,2011-12-04 07:49:00,2011-12-04 09:35:00,2011-12-04 09:35:00
flightstats,2011-12-19-UA-382-IAD-LAX,2011-12-19 12:20 PM,2011-12-19 1:01 PM,,2011-12-19 3:08 PM,2011-12-19 3:19 PM,,2011-12-19 12:20:00,2011-12-19 13:01:00,2011-12-19 03:08:00,2011-12-19 03:19:00
flightstats,2011-12-04-AA-4198-ORD-CLE,2011-12-04 10:40 AM,2011-12-04 10:53 AM,,2011-12-04 12:55 PM,2011-12-04 12:46 PM,,2011-12-04 10:40:00,2011-12-04 10:53:00,2011-12-04 12:55:00,2011-12-04 12:46:00
flightaware,2011-12-11-UA-382-IAD-LAX,2011-12-11 12:30PM EST,2011-12-11 01:15PM EST, D7 ,2011-12-11 02:45PM PST,2011-12-11 03:17PM PST, 75B ,2011-12-11 12:30:00,2011-12-11 13:15:00,2011-12-11 14:45:00,2011-12-11 03:17:00
helloflight,2012-01-01-AA-59-JFK-SFO,,1/1/12 7:27 AM (-05:00),,,1/1/12 10:17 AM (-08:00),,,2012-01-01 07:27:00,,2012-01-01 10:17:00
flightaware,2011-12-17-AA-649-ORD-SNA,2011-12-17 01:30PM CST,2011-12-17 01:40PM CST, H12 ,2011-12-17 03:30PM PST,2011-12-17 03:40PM PST, 7 ,2011-12-17 13:30:00,2011-12-17 13:40:00,2011-12-17 03:30:00,2011-12-17 03:40:00
boston,2011-12-19-AA-4344-ORD-DTW,,11:58 AMDec 19,,,1:43 PMDec 19,,,2000-12-19 11:58:00,,2000-12-19 13:43:00
flightaware,2011-12-01-AA-271-MIA-LAX,2011-12-01 11:35AM EST,2011-12-01 11:52AM EST, D51 ,2011-12-01 01:57PM PST,2011-12-01 02:21PM PST, 46A ,2011-12-01 11:35:00,2011-12-01 11:52:00,2011-12-01 13:57:00,2011-12-01 14:21:00
gofox,2011-12-20-UA-2708-EWR-CLT,,3:18 PMDec 20,,,4:44 PMDec 20,,,2000-12-20 15:18:00,,2000-12-20 16:44:00
businesstravellogue,2011-12-20-UA-2726-FLL-PHL,04:00 PM  Tue 20-Dec-2011,04:26 PM  Tue 20-Dec-2011,E3,06:46 PM  Tue 20-Dec-2011,06:50 PM  Tue 20-Dec-2011,C20,2011-12-20 16:00:00,2011-12-20 04:26:00,2011-12-20 06:46:00,2011-12-20 06:50:00
flightview,2011-12-12-UA-2726-FLL-PHL,4:00 PM- Dec 12,4:06 PM- Dec 12,Terminal 3 - E3,6:46 PM- Dec 12,6:46 PM- Dec 12,C30,2000-12-12 16:00:00,2000-12-12 16:06:00,2000-12-12 18:46:00,2000-12-12 18:46:00
businesstravellogue,2011-12-22-AA-1522-SFO-ORD,11:55 PM  Thu 22-Dec-2011,,,05:50 AM  Fri 23-Dec-2011,,,2011-12-22 23:55:00,,2011-12-23 05:50:00,
orbitz,2011-12-29-UA-248-PHX-ORD,12:52pDec 29,12:47pDec 29, 3,5:13pDec 29,4:52pDec 29, B12,2000-12-29 12:52:00,2000-12-29 12:47:00,2000-12-29 17:13:00,2000-12-29 16:52:00
weather,2012-01-01-UA-257-JFK-SFO,2012-01-01 02:30 PM,,,2012-01-01 06:14 PM,,,2012-01-01 14:30:00,,2012-01-01 18:14:00,
flightstats,2011-12-27-UA-3373-IAD-PHL,2011-12-27 8:30 AM,2011-12-27 8:29 AM,,2011-12-27 9:25 AM,2011-12-27 9:24 AM,,2011-12-27 08:30:00,2011-12-27 08:29:00,2011-12-27 09:25:00,2011-12-27 09:24:00
flights,2011-12-12-UA-3515-IAD-MSP,,2011-12-12 08:30 AM,D14,,2011-12-12 10:04 AM,E6,,2011-12-12 08:30:00,,2011-12-12 10:04:00
quicktrip,2011-12-19-UA-828-SFO-ORD,2011-12-19 11:13 PM,2011-12-19 11:21 PM (Estimated runway),,2011-12-19 5:15 AM,2011-12-19 4:53 AM (Estimated runway),,2011-12-19 23:13:00,2011-12-19 23:21:00,2011-12-19 05:15:00,2011-12-19 04:53:00
helloflight,2011-12-18-AA-4344-ORD-DTW,,12/18/11 11:59 AM (-06:00),,,12/18/11 1:43 PM (-05:00),,,2011-12-18 11:59:00,,2011-12-18 13:43:00
flightview,2011-12-20-AA-1544-SAN-ORD,,11:54 AMDec 20,,,5:55 PMDec 20,,,2000-12-20 11:54:00,,2000-12-20 17:55:00
boston,2011-12-25-AA-4307-ORD-DTW,6:45 PM- Dec 25,6:54 PM- Dec 25,,9:10 PM- Dec 25,8:40 PM- Dec 25,,2000-12-25 18:45:00,2000-12-25 18:54:00,2000-12-25 21:10:00,2000-12-25 20:40:00
foxbusiness,2011-12-31-UA-2906-PHL-MCO,3:50 PM- Dec 31,4:37 PM- Dec 31,C20,6:23 PM- Dec 31,6:30 PM- Dec 31,58,2000-12-31 15:50:00,2000-12-31 16:37:00,2000-12-31 18:23:00,2000-12-31 18:30:00
usatoday,2012-01-02-UA-938-DEN-ORD,2012-01-02 3:54 PM,2012-01-02 3:56 PM,,2012-01-02 7:17 PM,2012-01-02 7:29 PM,,2012-01-02 03:54:00,2012-01-02 03:56:00,2012-01-02 19:17:00,2012-01-02 19:29:00
flytecomm,2011-12-03-UA-37-EWR-MCO,,12/3/11 1:55 PM (-05:00),,,12/3/11 1:18 PM (-05:00),,,2011-12-03 13:55:00,,2011-12-03 13:18:00
flytecomm,2011-12-31-AA-643-MIA-ORD,,12/31/11 7:23 AM (-05:00),,,12/31/11 9:14 AM (-06:00),,,2011-12-31 07:23:00,,2011-12-31 09:14:00
ord,2011-12-22-UA-248-PHX-ORD,2011-12-22 12:52 PM,,3,2011-12-22 5:13 PM,,B9,2011-12-22 12:52:00,,2011-12-22 17:13:00,
myrateplan,2011-12-29-AA-4344-ORD-DTW,,12/29/11 11:57 AM (-06:00),,,12/29/11 1:40 PM (-05:00),,,2011-12-29 11:57:00,,2011-12-29 13:40:00
flights,2011-12-12-AA-3063-SLC-LAX,,2011-12-12 08:13 PM,A3,,2011-12-12 09:20 PM,44G,,2011-12-12 20:13:00,,2011-12-12 09:20:00
quicktrip,2011-12-07-AA-643-MIA-ORD,2011-12-07 7:10 AM,2011-12-07 7:23 AM,,2011-12-07 9:35 AM,2011-12-07 9:03 AM,,2011-12-07 07:10:00,2011-12-07 07:23:00,2011-12-07 09:35:00,2011-12-07 09:03:00
world-flight-tracker,2011-12-27-AA-2268-PHX-ORD,2011-12-27 7:15 AM,2011-12-27 7:11 AM,,2011-12-27 11:35 AM,2011-12-27 11:19 AM,,2011-12-27 07:15:00,2011-12-27 07:11:00,2011-12-27 11:35:00,2011-12-27 11:19:00
flytecomm,2011-12-31-AA-3756-ORD-SLC,,12/31/11 12:35 PM (-06:00),,,12/31/11 2:36 PM (-07:00),,,2011-12-31 12:35:00,,2011-12-31 14:36:00
wunderground,2011-12-16-AA-1221-MCO-ORD,2011-12-16 08:00PM EST,2011-12-16 08:13PM EST, 15 ,2011-12-16 09:40PM CST,2011-12-16 09:35PM CST, K4 ,2011-12-16 20:00:00,2011-12-16 08:13:00,2011-12-16 21:40:00,2011-12-16 09:35:00
travelocity,2011-12-27-UA-2704-DTW-PHX,Dec 27 - 11:15am,Dec 27 - Contact Airline,Not provided by airline,Dec 27 - 1:40pm,Dec 27 - Contact Airline,Not provided by airline,2000-12-27 11:15:00,2000-12-27 00:00:00,2000-12-27 13:40:00,2000-12-27 00:00:00
quicktrip,2011-12-08-AA-789-ORD-DEN,2011-12-08 1:05 PM,2011-12-08 1:00 PM,,2011-12-08 2:35 PM,2011-12-08 2:48 PM,,2011-12-08 13:05:00,2011-12-08 13:00:00,2011-12-08 14:35:00,2011-12-08 14:48:00
flytecomm,2011-12-22-UA-2726-FLL-PHL,,12/22/11 4:03 PM (-05:00),,,12/22/11 6:11 PM (-05:00),,,2011-12-22 16:03:00,,2011-12-22 18:11:00
gofox,2012-01-01-UA-2704-DTW-PHX,,11:50 AMJan 01,,,1:41 PMJan 01,,,2000-01-01 11:50:00,,2000-01-01 13:41:00
businesstravellogue,2011-12-29-UA-938-DEN-ORD,,2011-12-29 03:57 PM,B38,,2011-12-29 07:23 PM,C26,,2011-12-29 03:57:00,,2011-12-29 19:23:00
flytecomm,2011-12-31-AA-271-MIA-LAX,,12/31/11 12:02 PM (-05:00),,,12/31/11 2:12 PM (-08:00),,,2011-12-31 12:02:00,,2011-12-31 14:12:00
ord,2011-12-17-AA-3979-CVG-ORD,2011-12-17 7:30 AM,,5,2011-12-17 8:00 AM,,G12,2011-12-17 07:30:00,,2011-12-17 08:00:00,
flightview,2011-12-16-AA-1733-ORD-PHX,7:45 PM- Dec 16,7:59 PM- Dec 16,,10:30 PM- Dec 16,,,2000-12-16 19:45:00,2000-12-16 19:59:00,2000-12-16 22:30:00,
orbitz,2011-12-25-AA-3823-LAX-DEN,9:00pDec 25,, 44J,12:15aDec 26,, A49,2000-12-25 21:00:00,,2000-12-26 00:15:00,
flytecomm,2011-12-07-UA-5487-SFO-MRY,,12/7/11 11:48 AM (-08:00),,,12/7/11 12:07 PM (-08:00),,,2011-12-07 11:48:00,,2011-12-07 12:07:00
foxbusiness,2011-12-13-AA-3468-CVG-MIA,7:00 AM- Dec 13,7:11 AM- Dec 13,Terminal 2,9:55 AM- Dec 13,9:22 AM- Dec 13,Terminal D - D60,2000-12-13 07:00:00,2000-12-13 07:11:00,2000-12-13 09:55:00,2000-12-13 09:22:00
flights,2011-12-09-AA-2050-ORD-MIA,10:40 AM  Fri 09-Dec-2011,10:41 AM  Fri 09-Dec-2011,K15,02:45 PM  Fri 09-Dec-2011,02:46 PM  Fri 09-Dec-2011,D1,2011-12-09 10:40:00,2011-12-09 10:41:00,2011-12-09 14:45:00,2011-12-09 14:46:00
aa,2011-12-24-AA-3786-IAH-ORD,December 24- 2011               04:00 PM    ,December 24- 2011               03:56 PM    , A29,December 24- 2011               06:40 PM    ,December 24- 2011               06:02 PM    , G10    ,2011-12-24 16:00:00,2011-12-24 03:56:00,2011-12-24 18:40:00,2011-12-24 18:02:00
foxbusiness,2011-12-20-UA-3099-PHX-PHL,11:55 AM- Dec 20,12:09 PM- Dec 20,Terminal 4,6:17 PM- Dec 20,6:17 PM- Dec 20,C29,2000-12-20 11:55:00,2000-12-20 12:09:00,2000-12-20 18:17:00,2000-12-20 18:17:00
orbitz,2012-01-01-UA-3925-IAD-ORF,8:42aJan 1,8:31aJan 1, A2A,9:55aJan 1,9:18aJan 1, -,2000-01-01 08:42:00,2000-01-01 08:31:00,2000-01-01 09:55:00,2000-01-01 09:18:00
flightexplorer,2011-12-12-AA-643-MIA-ORD,,12/12/2011 7:26AM EST,,,12/12/2011 9:11AM CST,,,2011-12-12 07:26:00,,2011-12-12 09:11:00
flights,2012-01-03-UA-62-IAH-EWR,,2012-01-03 03:18 PM,39,,2012-01-03 08:09 PM,92,,2012-01-03 03:18:00,,2012-01-03 20:09:00
flightarrival,2011-12-28-AA-204-LAX-MCO,11:25 PM- Dec 28,Not Available,,6:55 AM- Dec 29,Not Available,,2000-12-28 23:25:00,2000-01-01 00:00:00,2000-12-29 06:55:00,2000-01-01 00:00:00
phl,2011-12-24-AA-3804-PHL-ORD,2011-12-24 2:35 PM,,A7,,,,2011-12-24 14:35:00,,,
orbitz,2011-12-11-AA-2268-PHX-ORD,7:15aDec 11,7:12aDec 11, 6,11:35aDec 11,11:20aDec 11, H15,2000-12-11 07:15:00,2000-12-11 07:12:00,2000-12-11 11:35:00,2000-12-11 11:20:00
allegiantair,2012-01-03-AA-1221-MCO-ORD,8:00 PM- Jan 03,8:13 PM- Jan 03,Terminal A - 15,9:50 PM- Jan 03,9:50 PM- Jan 03,Terminal 3,2000-01-03 20:00:00,2000-01-03 20:13:00,2000-01-03 21:50:00,2000-01-03 21:50:00
quicktrip,2011-12-26-UA-2945-PHL-CLT,2011-12-26 12:00 PM,2011-12-26 11:58 AM,,2011-12-26 1:45 PM,2011-12-26 1:24 PM,,2011-12-26 12:00:00,2011-12-26 11:58:00,2011-12-26 13:45:00,2011-12-26 13:24:00
flightarrival,2011-12-28-AA-3756-ORD-SLC,2011-12-28 12:15 PM,2011-12-28 12:10 PM,,2011-12-28 2:45 PM,2011-12-28 2:26 PM,,2011-12-28 12:15:00,2011-12-28 12:10:00,2011-12-28 14:45:00,2011-12-28 14:26:00
ua,2011-12-19-UA-858-PVG-SFO,Mon- Dec 19 1:45 PM,Mon- Dec 19 1:38 PM,79,Mon- Dec 19 8:27 AM,Mon- Dec 19 7:55 AM,94,2000-12-19 13:45:00,2000-12-19 13:38:00,2000-12-19 08:27:00,2000-12-19 07:55:00
foxbusiness,2011-12-18-AA-1664-MIA-ATL,10:15 AM- Dec 18,10:49 AM- Dec 18,Terminal D - D2,12:10 PM- Dec 18,12:20 PM- Dec 18,T11,2000-12-18 10:15:00,2000-12-18 10:49:00,2000-12-18 12:10:00,2000-12-18 12:20:00
panynj,2012-01-02-UA-938-DEN-ORD,,4:13 PMJan 02,,,7:29 PMJan 02,,,2000-01-02 16:13:00,,2000-01-02 19:29:00
flights,2011-12-12-UA-382-IAD-LAX,,2011-12-12 12:27 PM,C11,,2011-12-12 03:19 PM,75B,,2011-12-12 12:27:00,,2011-12-12 03:19:00
world-flight-tracker,2011-12-19-AA-59-JFK-SFO,2011-12-19 7:10 AM,2011-12-19 7:07 AM,,2011-12-19 10:45 AM,2011-12-19 10:33 AM,,2011-12-19 07:10:00,2011-12-19 07:07:00,2011-12-19 10:45:00,2011-12-19 10:33:00
businesstravellogue,2011-12-14-AA-1886-BOS-MIA,,2011-12-14 10:49 AM,B31,,2011-12-14 02:00 PM,D16,,2011-12-14 10:49:00,,2011-12-14 14:00:00
flights,2011-12-02-AA-2268-PHX-ORD,07:15 AM  Fri 02-Dec-2011,07:21 AM  Fri 02-Dec-2011,6,11:35 AM  Fri 02-Dec-2011,11:08 AM  Fri 02-Dec-2011,H15,2011-12-02 07:15:00,2011-12-02 07:21:00,2011-12-02 11:35:00,2011-12-02 11:08:00
airtravelcenter,2011-12-17-UA-37-EWR-MCO,,12/17/11 2:15 PM (-05:00),,,12/17/11 4:45 PM (-05:00),,,2011-12-17 14:15:00,,2011-12-17 16:45:00
flylouisville,2011-12-19-AA-2312-DFW-DTW,2011-12-19 08:25 PM,,A34,2011-12-19 11:50 PM,,D32,2011-12-19 20:25:00,,2011-12-19 23:50:00,
panynj,2011-12-26-UA-938-DEN-ORD,,3:59 PMDec 26,,,7:01 PMDec 26,,,2000-12-26 15:59:00,,2000-12-26 19:01:00
orbitz,2011-12-30-AA-1917-JFK-MCO,2:55pDec 30,2:51pDec 30, 44,5:55pDec 30,5:36pDec 30, 16,2000-12-30 14:55:00,2000-12-30 14:51:00,2000-12-30 17:55:00,2000-12-30 17:36:00
usatoday,2011-12-05-AA-2957-DFW-CVG,7:55 AM- Dec 05,8:31 AM- Dec 05,,11:05 AM- Dec 05,11:16 AM- Dec 05,,2000-12-05 07:55:00,2000-12-05 08:31:00,2000-12-05 11:05:00,2000-12-05 11:16:00
flytecomm,2011-12-16-AA-789-ORD-DEN,,12/16/11 1:16 PM (-06:00),,,12/16/11 2:26 PM (-07:00),,,2011-12-16 13:16:00,,2011-12-16 14:26:00
foxbusiness,2011-12-24-AA-271-MIA-LAX,11:35 AM- Dec 24,11:47 AM- Dec 24,D6,2:25 PM- Dec 24,1:47 PM- Dec 24,Terminal 4 - 48A,2000-12-24 11:35:00,2000-12-24 11:47:00,2000-12-24 14:25:00,2000-12-24 13:47:00
foxbusiness,2011-12-07-AA-1279-DFW-PHX,1:00 PM- Dec 07,1:17 PM- Dec 07,C16,2:35 PM- Dec 07,2:30 PM- Dec 07,Terminal 3,2000-12-07 13:00:00,2000-12-07 13:17:00,2000-12-07 14:35:00,2000-12-07 14:30:00
foxbusiness,2011-12-12-UA-2830-MCO-CLT,3:27 PM- Dec 12,4:05 PM- Dec 12,,5:05 PM- Dec 12,5:18 PM- Dec 12,,2000-12-12 15:27:00,2000-12-12 16:05:00,2000-12-12 17:05:00,2000-12-12 17:18:00
flightview,2011-12-30-UA-3099-PHX-PHL,11:55 AM- Dec 30,12:08 PM- Dec 30,Terminal 4,6:17 PM- Dec 30,6:17 PM- Dec 30,A24,2000-12-30 11:55:00,2000-12-30 12:08:00,2000-12-30 18:17:00,2000-12-30 18:17:00
gofox,2011-12-29-UA-2906-PHL-MCO,3:50 PM- Dec 29,3:56 PM- Dec 29,,6:23 PM- Dec 29,5:59 PM- Dec 29,,2000-12-29 15:50:00,2000-12-29 15:56:00,2000-12-29 18:23:00,2000-12-29 17:59:00
usatoday,2011-12-13-AA-1640-MIA-MCO,6:30 PM- Dec 13,Not Available,,7:25 PM- Dec 13,Not Available,,2000-12-13 18:30:00,2000-01-01 00:00:00,2000-12-13 19:25:00,2000-01-01 00:00:00
flightwise,2011-12-11-AA-1522-SFO-ORD,2011-12-11 11:55PM PST,2011-12-11 12:28AM PST, 57 ,2011-12-11 05:43AM CST,2011-12-11 06:05AM CST, K16 ,2011-12-11 23:55:00,2011-12-11 12:28:00,2011-12-11 05:43:00,2011-12-11 06:05:00
