src,flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate,scheduled_dept_clean,actual_dept_clean,scheduled_arrival_clean,actual_arrival_clean
boston,2011-12-25-AA-4307-ORD-DTW,6:45 PM- Dec 25,6:54 PM- Dec 25,,9:10 PM- Dec 25,8:40 PM- Dec 25,,2025-12-01 06:45:00,2025-12-01 06:54:00,2025-12-01 09:10:00,2025-12-01 08:40:00
foxbusiness,2011-12-31-UA-2906-PHL-MCO,3:50 PM- Dec 31,4:37 PM- Dec 31,C20,6:23 PM- Dec 31,6:30 PM- Dec 31,58,2031-12-01 03:50:00,2031-12-01 04:37:00,2031-12-01 06:23:00,2031-12-01 06:30:00
usatoday,2012-01-02-UA-938-DEN-ORD,2012-01-02 3:54 PM,2012-01-02 3:56 PM,,2012-01-02 7:17 PM,2012-01-02 7:29 PM,,2012-01-02 03:54:00,2012-01-02 03:56:00,2012-01-02 07:17:00,2012-01-02 07:29:00
flytecomm,2011-12-03-UA-37-EWR-MCO,,12/3/11 1:55 PM (-05:00),,,12/3/11 1:18 PM (-05:00),,,,,
flytecomm,2011-12-31-AA-643-MIA-ORD,,12/31/11 7:23 AM (-05:00),,,12/31/11 9:14 AM (-06:00),,,,,
ord,2011-12-22-UA-248-PHX-ORD,2011-12-22 12:52 PM,,3,2011-12-22 5:13 PM,,B9,2011-12-22 12:52:00,,2011-12-22 05:13:00,
myrateplan,2011-12-29-AA-4344-ORD-DTW,,12/29/11 11:57 AM (-06:00),,,12/29/11 1:40 PM (-05:00),,,,,
flights,2011-12-12-AA-3063-SLC-LAX,,2011-12-12 08:13 PM,A3,,2011-12-12 09:20 PM,44G,,2011-12-12 08:13:00,,2011-12-12 09:20:00
quicktrip,2011-12-07-AA-643-MIA-ORD,2011-12-07 7:10 AM,2011-12-07 7:23 AM,,2011-12-07 9:35 AM,2011-12-07 9:03 AM,,2011-12-07 07:10:00,2011-12-07 07:23:00,2011-12-07 09:35:00,2011-12-07 09:03:00
world-flight-tracker,2011-12-27-AA-2268-PHX-ORD,2011-12-27 7:15 AM,2011-12-27 7:11 AM,,2011-12-27 11:35 AM,2011-12-27 11:19 AM,,2011-12-27 07:15:00,2011-12-27 07:11:00,2011-12-27 11:35:00,2011-12-27 11:19:00
flytecomm,2011-12-31-AA-3756-ORD-SLC,,12/31/11 12:35 PM (-06:00),,,12/31/11 2:36 PM (-07:00),,,,,
wunderground,2011-12-16-AA-1221-MCO-ORD,2011-12-16 08:00PM EST,2011-12-16 08:13PM EST, 15 ,2011-12-16 09:40PM CST,2011-12-16 09:35PM CST, K4 ,2011-12-16 20:00:00,2011-12-16 20:13:00,,
travelocity,2011-12-27-UA-2704-DTW-PHX,Dec 27 - 11:15am,Dec 27 - Contact Airline,Not provided by airline,Dec 27 - 1:40pm,Dec 27 - Contact Airline,Not provided by airline,2027-12-01 11:15:00,,2027-12-01 13:40:00,
quicktrip,2011-12-08-AA-789-ORD-DEN,2011-12-08 1:05 PM,2011-12-08 1:00 PM,,2011-12-08 2:35 PM,2011-12-08 2:48 PM,,2011-12-08 01:05:00,2011-12-08 01:00:00,2011-12-08 02:35:00,2011-12-08 02:48:00
flytecomm,2011-12-22-UA-2726-FLL-PHL,,12/22/11 4:03 PM (-05:00),,,12/22/11 6:11 PM (-05:00),,,,,
gofox,2012-01-01-UA-2704-DTW-PHX,,11:50 AMJan 01,,,1:41 PMJan 01,,,,,
businesstravellogue,2011-12-29-UA-938-DEN-ORD,,2011-12-29 03:57 PM,B38,,2011-12-29 07:23 PM,C26,,2011-12-29 03:57:00,,2011-12-29 07:23:00
flytecomm,2011-12-31-AA-271-MIA-LAX,,12/31/11 12:02 PM (-05:00),,,12/31/11 2:12 PM (-08:00),,,,,
ord,2011-12-17-AA-3979-CVG-ORD,2011-12-17 7:30 AM,,5,2011-12-17 8:00 AM,,G12,2011-12-17 07:30:00,,2011-12-17 08:00:00,
flightview,2011-12-16-AA-1733-ORD-PHX,7:45 PM- Dec 16,7:59 PM- Dec 16,,10:30 PM- Dec 16,,,2016-12-01 07:45:00,2016-12-01 07:59:00,2016-12-01 10:30:00,
orbitz,2011-12-25-AA-3823-LAX-DEN,9:00pDec 25,, 44J,12:15aDec 26,, A49,,,,
flytecomm,2011-12-07-UA-5487-SFO-MRY,,12/7/11 11:48 AM (-08:00),,,12/7/11 12:07 PM (-08:00),,,,,
foxbusiness,2011-12-13-AA-3468-CVG-MIA,7:00 AM- Dec 13,7:11 AM- Dec 13,Terminal 2,9:55 AM- Dec 13,9:22 AM- Dec 13,Terminal D - D60,2013-12-01 07:00:00,2013-12-01 07:11:00,2013-12-01 09:55:00,2013-12-01 09:22:00
flights,2011-12-09-AA-2050-ORD-MIA,10:40 AM  Fri 09-Dec-2011,10:41 AM  Fri 09-Dec-2011,K15,02:45 PM  Fri 09-Dec-2011,02:46 PM  Fri 09-Dec-2011,D1,2011-12-09 10:40:00,2011-12-09 10:41:00,2011-12-09 02:45:00,2011-12-09 02:46:00
aa,2011-12-24-AA-3786-IAH-ORD,December 24- 2011               04:00 PM    ,December 24- 2011               03:56 PM    , A29,December 24- 2011               06:40 PM    ,December 24- 2011               06:02 PM    , G10    ,2011-12-24 04:00:00,2011-12-24 03:56:00,2011-12-24 06:40:00,2011-12-24 06:02:00
foxbusiness,2011-12-20-UA-3099-PHX-PHL,11:55 AM- Dec 20,12:09 PM- Dec 20,Terminal 4,6:17 PM- Dec 20,6:17 PM- Dec 20,C29,2020-12-01 11:55:00,2020-12-01 12:09:00,2020-12-01 06:17:00,2020-12-01 06:17:00
orbitz,2012-01-01-UA-3925-IAD-ORF,8:42aJan 1,8:31aJan 1, A2A,9:55aJan 1,9:18aJan 1, -,,,,
flightexplorer,2011-12-12-AA-643-MIA-ORD,,12/12/2011 7:26AM EST,,,12/12/2011 9:11AM CST,,,2011-12-12 07:26:00,,
flights,2012-01-03-UA-62-IAH-EWR,,2012-01-03 03:18 PM,39,,2012-01-03 08:09 PM,92,,2012-01-03 03:18:00,,2012-01-03 08:09:00
flightarrival,2011-12-28-AA-204-LAX-MCO,11:25 PM- Dec 28,Not Available,,6:55 AM- Dec 29,Not Available,,2028-12-01 11:25:00,,2029-12-01 06:55:00,
phl,2011-12-24-AA-3804-PHL-ORD,2011-12-24 2:35 PM,,A7,,,,2011-12-24 02:35:00,,,
orbitz,2011-12-11-AA-2268-PHX-ORD,7:15aDec 11,7:12aDec 11, 6,11:35aDec 11,11:20aDec 11, H15,,,,
allegiantair,2012-01-03-AA-1221-MCO-ORD,8:00 PM- Jan 03,8:13 PM- Jan 03,Terminal A - 15,9:50 PM- Jan 03,9:50 PM- Jan 03,Terminal 3,2003-01-01 08:00:00,2003-01-01 08:13:00,2003-01-01 09:50:00,2003-01-01 09:50:00
quicktrip,2011-12-26-UA-2945-PHL-CLT,2011-12-26 12:00 PM,2011-12-26 11:58 AM,,2011-12-26 1:45 PM,2011-12-26 1:24 PM,,2011-12-26 12:00:00,2011-12-26 11:58:00,2011-12-26 01:45:00,2011-12-26 01:24:00
flightarrival,2011-12-28-AA-3756-ORD-SLC,2011-12-28 12:15 PM,2011-12-28 12:10 PM,,2011-12-28 2:45 PM,2011-12-28 2:26 PM,,2011-12-28 12:15:00,2011-12-28 12:10:00,2011-12-28 02:45:00,2011-12-28 02:26:00
ua,2011-12-19-UA-858-PVG-SFO,Mon- Dec 19 1:45 PM,Mon- Dec 19 1:38 PM,79,Mon- Dec 19 8:27 AM,Mon- Dec 19 7:55 AM,94,,,,
foxbusiness,2011-12-18-AA-1664-MIA-ATL,10:15 AM- Dec 18,10:49 AM- Dec 18,Terminal D - D2,12:10 PM- Dec 18,12:20 PM- Dec 18,T11,2018-12-01 10:15:00,2018-12-01 10:49:00,2018-12-01 12:10:00,2018-12-01 12:20:00
panynj,2012-01-02-UA-938-DEN-ORD,,4:13 PMJan 02,,,7:29 PMJan 02,,,,,
flights,2011-12-12-UA-382-IAD-LAX,,2011-12-12 12:27 PM,C11,,2011-12-12 03:19 PM,75B,,2011-12-12 12:27:00,,2011-12-12 03:19:00
world-flight-tracker,2011-12-19-AA-59-JFK-SFO,2011-12-19 7:10 AM,2011-12-19 7:07 AM,,2011-12-19 10:45 AM,2011-12-19 10:33 AM,,2011-12-19 07:10:00,2011-12-19 07:07:00,2011-12-19 10:45:00,2011-12-19 10:33:00
businesstravellogue,2011-12-14-AA-1886-BOS-MIA,,2011-12-14 10:49 AM,B31,,2011-12-14 02:00 PM,D16,,2011-12-14 10:49:00,,2011-12-14 02:00:00
flights,2011-12-02-AA-2268-PHX-ORD,07:15 AM  Fri 02-Dec-2011,07:21 AM  Fri 02-Dec-2011,6,11:35 AM  Fri 02-Dec-2011,11:08 AM  Fri 02-Dec-2011,H15,2011-12-02 07:15:00,2011-12-02 07:21:00,2011-12-02 11:35:00,2011-12-02 11:08:00
airtravelcenter,2011-12-17-UA-37-EWR-MCO,,12/17/11 2:15 PM (-05:00),,,12/17/11 4:45 PM (-05:00),,,,,
flylouisville,2011-12-19-AA-2312-DFW-DTW,2011-12-19 08:25 PM,,A34,2011-12-19 11:50 PM,,D32,2011-12-19 08:25:00,,2011-12-19 11:50:00,
panynj,2011-12-26-UA-938-DEN-ORD,,3:59 PMDec 26,,,7:01 PMDec 26,,,,,
orbitz,2011-12-30-AA-1917-JFK-MCO,2:55pDec 30,2:51pDec 30, 44,5:55pDec 30,5:36pDec 30, 16,,,,
usatoday,2011-12-05-AA-2957-DFW-CVG,7:55 AM- Dec 05,8:31 AM- Dec 05,,11:05 AM- Dec 05,11:16 AM- Dec 05,,2005-12-01 07:55:00,2005-12-01 08:31:00,2005-12-01 11:05:00,2005-12-01 11:16:00
flytecomm,2011-12-16-AA-789-ORD-DEN,,12/16/11 1:16 PM (-06:00),,,12/16/11 2:26 PM (-07:00),,,,,
foxbusiness,2011-12-24-AA-271-MIA-LAX,11:35 AM- Dec 24,11:47 AM- Dec 24,D6,2:25 PM- Dec 24,1:47 PM- Dec 24,Terminal 4 - 48A,2024-12-01 11:35:00,2024-12-01 11:47:00,2024-12-01 02:25:00,2024-12-01 01:47:00
foxbusiness,2011-12-07-AA-1279-DFW-PHX,1:00 PM- Dec 07,1:17 PM- Dec 07,C16,2:35 PM- Dec 07,2:30 PM- Dec 07,Terminal 3,2007-12-01 01:00:00,2007-12-01 01:17:00,2007-12-01 02:35:00,2007-12-01 02:30:00
foxbusiness,2011-12-12-UA-2830-MCO-CLT,3:27 PM- Dec 12,4:05 PM- Dec 12,,5:05 PM- Dec 12,5:18 PM- Dec 12,,2012-12-01 03:27:00,2012-12-01 04:05:00,2012-12-01 05:05:00,2012-12-01 05:18:00
flightview,2011-12-30-UA-3099-PHX-PHL,11:55 AM- Dec 30,12:08 PM- Dec 30,Terminal 4,6:17 PM- Dec 30,6:17 PM- Dec 30,A24,2030-12-01 11:55:00,2030-12-01 12:08:00,2030-12-01 06:17:00,2030-12-01 06:17:00
gofox,2011-12-29-UA-2906-PHL-MCO,3:50 PM- Dec 29,3:56 PM- Dec 29,,6:23 PM- Dec 29,5:59 PM- Dec 29,,2029-12-01 03:50:00,2029-12-01 03:56:00,2029-12-01 06:23:00,2029-12-01 05:59:00
usatoday,2011-12-13-AA-1640-MIA-MCO,6:30 PM- Dec 13,Not Available,,7:25 PM- Dec 13,Not Available,,2013-12-01 06:30:00,,2013-12-01 07:25:00,
flightwise,2011-12-11-AA-1522-SFO-ORD,2011-12-11 11:55PM PST,2011-12-11 12:28AM PST, 57 ,2011-12-11 05:43AM CST,2011-12-11 06:05AM CST, K16 ,2011-12-11 23:55:00,2011-12-11 12:28:00,,
flights,2012-01-02-AA-518-MIA-JFK,06:30 AM  Mon 02-Jan-2012,06:32 AM  Mon 02-Jan-2012,D40,09:15 AM  Mon 02-Jan-2012,08:54 AM  Mon 02-Jan-2012,C42,,,,
travelocity,2011-12-09-AA-1522-SFO-ORD,Dec 09 - 11:55pm,Dec 09 - Not Available,56A,Dec 10 - 5:50am,Dec 10 - Not Available,H9/T3,2009-12-01 23:55:00,,2010-12-01 05:50:00,
dfw,2011-12-28-AA-1279-DFW-PHX,2011-12-28 1:00 pm,,C17,,,,2011-12-28 01:00:00,,,
flylouisville,2011-12-31-AA-3979-CVG-ORD,07:30 AM  Sat 31-Dec-2011,07:24 AM  Sat 31-Dec-2011,5,08:00 AM  Sat 31-Dec-2011,07:31 AM  Sat 31-Dec-2011,G10,,,,
airtravelcenter,2011-12-20-UA-62-IAH-EWR,12/20/11 2:30 PM (-06:00),,,12/20/11 7:03 PM (-05:00),,,,,,
allegiantair,2011-12-02-AA-1007-MIA-PHX,,5:28 PMDec 02,,,8:08 PMDec 02,,,,,
aa,2011-12-12-AA-3979-CVG-ORD,December 12- 2011               07:30 AM    ,December 12- 2011               07:30 AM    , 3,December 12- 2011               08:00 AM    ,December 12- 2011               08:18 AM    , G8    ,2011-12-12 07:30:00,2011-12-12 07:30:00,2011-12-12 08:00:00,2011-12-12 08:18:00
flytecomm,2011-12-31-AA-484-DFW-MIA,,12/31/11 4:34 PM (-06:00),,,12/31/11 7:52 PM (-05:00),,,,,
flightaware,2011-12-10-AA-616-DFW-DTW,2011-12-10 09:05AM CST,2011-12-10 09:14AM CST, C24 ,2011-12-10 12:30PM EST,2011-12-10 12:26PM EST, D32 ,,,,
phl,2011-12-01-UA-3373-IAD-PHL,,,,2011-12-01 9:24 AM,,D7,,,2011-12-01 09:24:00,
orbitz,2012-01-02-UA-2726-FLL-PHL,4:00pJan 2,4:00pJan 2, -,6:46pJan 2,6:39pJan 2, -,,,,
flightaware,2011-12-30-AA-4277-CVG-JFK,2011-12-30 12:10PM EST,2011-12-30 12:12PM EST, 1 ,2011-12-30 01:48PM EST,2011-12-30 01:44PM EST, 31A ,,,2011-12-30 13:48:00,2011-12-30 13:44:00
flights,2011-12-14-AA-204-LAX-MCO,11:25 PM  Wed 14-Dec-2011,,,06:55 AM  Thu 15-Dec-2011,,,2011-12-14 11:25:00,,2011-12-15 06:55:00,
myrateplan,2012-01-02-UA-664-ORD-PHL,,1/2/12 1:58 PM (-06:00),,,1/2/12 4:39 PM (-05:00),,,,,
flytecomm,2011-12-13-UA-664-ORD-PHL,,12/13/11 1:49 PM (-06:00),,,12/13/11 4:17 PM (-05:00),,,,,
myrateplan,2011-12-09-AA-2312-DFW-DTW,,12/9/11 8:30 PM (-06:00),,,12/9/11 11:19 PM (-05:00),,,,,
mytripandmore,2011-12-26-AA-4330-CVG-ORD,3:35pDec 26,3:28pDec 26, 5,4:00pDec 26,3:31pDec 26, G1B,,,,
flightexplorer,2011-12-27-AA-3842-MSP-ORD,,12/27/2011 6:16AM CST,,,12/27/2011 7:21AM CST,,,,,
weather,2011-12-08-UA-2515-DFW-CLT,2011-12-08 07:05 AM,,,2011-12-08 10:31 AM,,,2011-12-08 07:05:00,,2011-12-08 10:31:00,
travelocity,2011-12-24-UA-2726-FLL-PHL,Dec 24 - 4:00pm,Dec 24 - Contact Airline,Not provided by airline,Dec 24 - 6:46pm,Dec 24 - Contact Airline,Not provided by airline,2024-12-01 16:00:00,,2024-12-01 18:46:00,
foxbusiness,2011-12-27-AA-484-DFW-MIA,4:15 PM- Dec 27,4:31 PM- Dec 27,D17,7:55 PM- Dec 27,8:11 PM- Dec 27,Terminal D - D11,2027-12-01 04:15:00,2027-12-01 04:31:00,2027-12-01 07:55:00,2027-12-01 08:11:00
wunderground,2011-12-17-AA-1221-MCO-ORD,2011-12-17 08:00PM EST,2011-12-17 08:05PM EST, 15 ,2011-12-17 09:43PM CST,2011-12-17 09:39PM CST, K1 ,2011-12-17 20:00:00,2011-12-17 20:05:00,,
travelocity,2011-12-28-UA-2906-PHL-MCO,Dec 28 - 3:50pm,Dec 28 - Contact Airline,Not provided by airline,Dec 28 - 6:23pm,Dec 28 - Contact Airline,Not provided by airline,2028-12-01 15:50:00,,2028-12-01 18:23:00,
flights,2011-12-12-AA-643-MIA-ORD,07:10 AM  Mon 12-Dec-2011,07:06 AM  Mon 12-Dec-2011,D1,09:35 AM  Mon 12-Dec-2011,09:17 AM  Mon 12-Dec-2011,H15,,,,
foxbusiness,2011-12-13-UA-382-IAD-LAX,,12:48 PMDec 13,,,3:28 PMDec 13,,,,,
myrateplan,2011-12-28-AA-3842-MSP-ORD,,12/28/11 6:18 AM (-06:00),,,12/28/11 7:10 AM (-06:00),,,,,
allegiantair,2011-12-08-UA-3373-IAD-PHL,,8:53 AMDec 08,,,9:28 AMDec 08,,,,,
weather,2011-12-18-AA-431-MIA-SFO,2011-12-18 08:35 AM,2011-12-18 08:47 AM,,2011-12-18 11:50 AM,2011-12-18 11:21 AM,,2011-12-18 08:35:00,2011-12-18 08:47:00,2011-12-18 11:50:00,2011-12-18 11:21:00
dfw,2012-01-03-AA-2312-DFW-DTW,2012-01-03 8:25 pm,,A35,,,,2012-01-03 08:25:00,,,
gofox,2011-12-26-UA-248-PHX-ORD,12:52 PMDec 26,,,5:15 PMDec 26,,,,,,
foxbusiness,2011-12-22-AA-2268-PHX-ORD,7:15 AM- Dec 22,7:26 AM- Dec 22,Terminal 3,11:35 AM- Dec 22,11:16 AM- Dec 22,H11A,2022-12-01 07:15:00,2022-12-01 07:26:00,2022-12-01 11:35:00,2022-12-01 11:16:00
mytripandmore,2011-12-18-AA-1007-MIA-PHX,4:55pDec 18,4:46pDec 18, D37,8:05pDec 18,7:36pDec 18, 6,,,,
flightstats,2011-12-09-UA-3925-IAD-ORF,2011-12-09 8:42 AM,2011-12-09 8:39 AM,,2011-12-09 9:55 AM,2011-12-09 9:37 AM,,2011-12-09 08:42:00,2011-12-09 08:39:00,2011-12-09 09:55:00,2011-12-09 09:37:00
flytecomm,2011-12-18-UA-2830-MCO-CLT,,12/18/11 3:55 PM (-05:00),,,12/18/11 5:02 PM (-05:00),,,,,
gofox,2011-12-26-AA-3063-SLC-LAX,,8:24 PMDec 26,,,8:57 PMDec 26,,,,,
myrateplan,2011-12-05-AA-1007-MIA-PHX,,12/5/11 5:01 PM (-05:00),,,12/5/11 7:44 PM (-07:00),,,,,
usatoday,2011-12-31-AA-616-DFW-DTW,9:05 AM- Dec 31,9:14 AM- Dec 31,,12:35 PM- Dec 31,12:24 PM- Dec 31,,2031-12-01 09:05:00,2031-12-01 09:14:00,2031-12-01 12:35:00,2031-12-01 12:24:00
foxbusiness,2011-12-04-AA-4198-ORD-CLE,10:40 AM- Dec 04,10:54 AM- Dec 04,,12:55 PM- Dec 04,12:45 PM- Dec 04,,2004-12-01 10:40:00,2004-12-01 10:54:00,2004-12-01 12:55:00,2004-12-01 12:45:00
airtravelcenter,2011-12-16-AA-3063-SLC-LAX,,12/16/11 8:43 PM (-07:00),,,12/16/11 9:02 PM (-08:00),,,,,
airtravelcenter,2011-12-24-UA-2314-ATL-PHL,12/24/11 2:55 PM (-05:00),,,12/24/11 5:00 PM (-05:00),,,,,,
dfw,2011-12-26-AA-446-DFW-PHL,2011-12-26 11:50 am,,A36,,,,2011-12-26 11:50:00,,,
foxbusiness,2011-12-19-AA-1221-MCO-ORD,8:00 PM- Dec 19,8:08 PM- Dec 19,Terminal A - 15,9:50 PM- Dec 19,9:41 PM- Dec 19,Terminal 3,2019-12-01 08:00:00,2019-12-01 08:08:00,2019-12-01 09:50:00,2019-12-01 09:41:00
flytecomm,2011-12-03-UA-858-PVG-SFO,,12/3/11 2:09 PM (+08:00),,,12/3/11 8:47 AM (-08:00),,,,,
businesstravellogue,2011-12-18-UA-3099-PHX-PHL,11:55 AM  Sun 18-Dec-2011,11:52 AM  Sun 18-Dec-2011,A21,06:17 PM  Sun 18-Dec-2011,06:23 PM  Sun 18-Dec-2011,C24,2011-12-18 11:55:00,2011-12-18 11:52:00,2011-12-18 06:17:00,2011-12-18 06:23:00
airtravelcenter,2011-12-25-UA-414-LAX-SFO,,12/25/11 7:19 AM (-08:00),,,12/25/11 8:05 AM (-08:00),,,,,
foxbusiness,2011-12-02-UA-854-SFO-IAH,,8:06 AMDec 02,,,1:32 PMDec 02,,,,,
mytripandmore,2011-12-30-AA-2050-ORD-MIA,Dec 30 - 10:40am,Dec 30 - 12:08pm,K15/T3,Dec 30 - 2:45pm,Dec 30 - 3:54pm,D2,2030-12-01 10:40:00,,2030-12-01 14:45:00,2030-12-01 15:54:00
flightexplorer,2011-12-25-AA-2050-ORD-MIA,,12/25/2011 11:58AM CST,,,12/25/2011 3:29PM EST,,,,,2011-12-25 15:29:00
weather,2011-12-27-UA-3373-IAD-PHL,2011-12-27 08:30 AM,,,2011-12-27 09:25 AM,,,2011-12-27 08:30:00,,2011-12-27 09:25:00,
airtravelcenter,2011-12-22-UA-3099-PHX-PHL,,12/22/11 12:06 PM (-07:00),,,12/22/11 5:56 PM (-05:00),,,,,
flights,2011-12-12-AA-1434-DFW-MCO,07:15 AM  Mon 12-Dec-2011,07:12 AM  Mon 12-Dec-2011,D18,10:35 AM  Mon 12-Dec-2011,10:38 AM  Mon 12-Dec-2011,17,,,,
orbitz,2011-12-18-AA-1886-BOS-MIA,10:45aDec 18,10:42aDec 18, B35,2:20pDec 18,1:47pDec 18, D24,,,,
boston,2011-12-24-UA-2945-PHL-CLT,12:00 PM- Dec 24,12:15 PM- Dec 24,,1:45 PM- Dec 24,1:36 PM- Dec 24,,2024-12-01 12:00:00,2024-12-01 12:15:00,2024-12-01 01:45:00,2024-12-01 01:36:00
boston,2011-12-11-AA-1733-ORD-PHX,7:45 PM- Dec 11,7:55 PM- Dec 11,,10:30 PM- Dec 11,10:14 PM- Dec 11&nbsp(Estimated),,2011-12-01 07:45:00,2011-12-01 07:55:00,2011-12-01 10:30:00,
foxbusiness,2011-12-14-UA-1500-IAH-GUA,,9:37 AMDec 14,,,12:01 PMDec 14,,,,,
gofox,2012-01-03-UA-938-DEN-ORD,,4:19 PMJan 03,,,7:11 PMJan 03,,,,,
wunderground,2011-12-25-AA-1640-MIA-MCO,2011-12-25 06:30PM EST,2011-12-25 06:40PM EST, D44 ,2011-12-25 07:05PM EST,2011-12-25 07:15PM EST, 14 ,2011-12-25 18:30:00,2011-12-25 18:40:00,2011-12-25 19:05:00,2011-12-25 19:15:00
flightstats,2011-12-03-AA-431-MIA-SFO,2011-12-03 8:35 AM,2011-12-03 8:43 AM,,2011-12-03 11:50 AM,2011-12-03 11:19 AM,,2011-12-03 08:35:00,2011-12-03 08:43:00,2011-12-03 11:50:00,2011-12-03 11:19:00
panynj,2011-12-03-AA-4307-ORD-DTW,8:05 PM- Dec 03,8:23 PM- Dec 03,Terminal 3,10:20 PM- Dec 03,10:05 PM- Dec 03,Terminal N,2003-12-01 08:05:00,2003-12-01 08:23:00,2003-12-01 10:20:00,2003-12-01 10:05:00
aa,2011-12-20-AA-59-JFK-SFO,December 20- 2011               07:10 AM    ,December 20- 2011               07:03 AM    , 45,December 20- 2011               10:45 AM    ,December 20- 2011               10:07 AM    , 58B    ,2011-12-20 07:10:00,2011-12-20 07:03:00,2011-12-20 10:45:00,2011-12-20 10:07:00
flights,2012-01-01-AA-1544-SAN-ORD,,2012-01-01 12:02 PM,31,,2012-01-01 06:28 PM,H8,,2012-01-01 12:02:00,,2012-01-01 06:28:00
orbitz,2011-12-01-UA-2830-MCO-CLT,3:27pDec 1,3:28pDec 1, -,5:05pDec 1,5:17pDec 1, -,,,,
helloflight,2012-01-03-UA-3925-IAD-ORF,,1/3/12 9:00 AM (-05:00),,,1/3/12 9:31 AM (-05:00),,,,,
weather,2011-12-03-UA-858-PVG-SFO,2011-12-03 01:45 PM,,,2011-12-03 08:27 AM,,,2011-12-03 01:45:00,,2011-12-03 08:27:00,
den,2011-12-13-AA-789-ORD-DEN,,,,2011-12-13 2:35 PM,,A49,,,2011-12-13 02:35:00,
quicktrip,2011-12-12-AA-466-IAH-MIA,2011-12-12 6:00 AM,2011-12-12 6:09 AM,,2011-12-12 9:20 AM,2011-12-12 9:21 AM,,2011-12-12 06:00:00,2011-12-12 06:09:00,2011-12-12 09:20:00,2011-12-12 09:21:00
airtravelcenter,2011-12-27-UA-37-EWR-MCO,12/27/11 1:29 PM (-05:00),,,12/27/11 4:22 PM (-05:00),,,,,,
ua,2011-12-28-UA-2704-DTW-PHX,Wed- Dec 28 11:15 AM,Wed- Dec 28 11:15 AM,D14,Wed- Dec 28 1:40 PM,Wed- Dec 28 1:11 PM,A8,2028-12-01 11:15:00,2028-12-01 11:15:00,2028-12-01 01:40:00,2028-12-01 01:11:00
myrateplan,2011-12-18-UA-1500-IAH-GUA,12/18/11 8:50 AM (-06:00),,,12/18/11 11:43 AM (-06:00),,,,,,
travelocity,2011-12-07-AA-1886-BOS-MIA,Dec 07 - 10:45am,Dec 07 - 10:46am,B34,Dec 07 - 2:20pm,Dec 07 - 2:22pm,D8,2007-12-01 10:45:00,2007-12-01 10:46:00,2007-12-01 14:20:00,2007-12-01 14:22:00
panynj,2011-12-14-AA-3468-CVG-MIA,7:00 AM- Dec 14,7:12 AM- Dec 14,Terminal 2,9:55 AM- Dec 14,9:21 AM- Dec 14,Terminal D - D60,2014-12-01 07:00:00,2014-12-01 07:12:00,2014-12-01 09:55:00,2014-12-01 09:21:00
orbitz,2011-12-11-UA-2945-PHL-CLT,12:00pDec 11,12:17pDec 11, B11,1:45pDec 11,1:46pDec 11, B8,,,,
orbitz,2012-01-01-UA-664-ORD-PHL,2:00pJan 1,, B7,5:03pJan 1,, D9,,,,
world-flight-tracker,2011-12-07-AA-1917-JFK-MCO,2011-12-07 2:55 PM,2011-12-07 3:45 PM,,2011-12-07 5:55 PM,2011-12-07 6:37 PM,,2011-12-07 02:55:00,2011-12-07 03:45:00,2011-12-07 05:55:00,2011-12-07 06:37:00
aa,2011-12-18-AA-484-DFW-MIA,December 18- 2011               04:15 PM    ,December 18- 2011               04:17 PM    , D17,December 18- 2011               07:55 PM    ,December 18- 2011               08:09 PM    , D48    ,2011-12-18 04:15:00,2011-12-18 04:17:00,2011-12-18 07:55:00,2011-12-18 08:09:00
panynj,2011-12-27-AA-2525-DFW-MIA,7:25 AM- Dec 27,7:52 AM- Dec 27,D30,11:10 AM- Dec 27,11:11 AM- Dec 27,Terminal D - D40,2027-12-01 07:25:00,2027-12-01 07:52:00,2027-12-01 11:10:00,2027-12-01 11:11:00
quicktrip,2011-12-31-AA-3-JFK-LAX,2011-12-31 12:00 PM,2011-12-31 11:54 AM,,2011-12-31 3:15 PM,2011-12-31 2:48 PM,,2011-12-31 12:00:00,2011-12-31 11:54:00,2011-12-31 03:15:00,2011-12-31 02:48:00
helloflight,2011-12-01-UA-3050-PHX-CLT,,12/1/11 11:45 AM (-07:00),,,12/1/11 5:00 PM (-05:00),,,,,
usatoday,2011-12-10-AA-271-MIA-LAX,11:35 AM- Dec 10,11:55 AM- Dec 10,,2:25 PM- Dec 10,2:21 PM- Dec 10,,2010-12-01 11:35:00,2010-12-01 11:55:00,2010-12-01 02:25:00,2010-12-01 02:21:00
flylouisville,2011-12-05-AA-4330-CVG-ORD,,2011-12-05 04:51 PM,5,,2011-12-05 04:47 PM,G19A,,2011-12-05 04:51:00,,2011-12-05 04:47:00
flightaware,2012-01-02-AA-59-JFK-SFO,2012-01-02 07:10AM EST,2012-01-02 07:43AM EST, 36 ,2012-01-02 10:20AM PST,2012-01-02 10:16AM PST, 58B ,2012-01-02 07:10:00,2012-01-02 07:43:00,2012-01-02 10:20:00,2012-01-02 10:16:00
allegiantair,2011-12-28-UA-2945-PHL-CLT,12:00 PM- Dec 28,12:12 PM- Dec 28,,1:45 PM- Dec 28,1:26 PM- Dec 28,,2028-12-01 12:00:00,2028-12-01 12:12:00,2028-12-01 01:45:00,2028-12-01 01:26:00
