Index,Original,Normalized
2327,7:55 AMDec 19,2000-12-19 07:55:00
2328,10:33 AM- Dec 19,2000-12-19 10:33:00
2329,9:46 AMDec 28,2000-12-28 09:46:00
2330,2011-12-31 07:28AM EST,2011-12-31 07:28:00
2331,12/9/11 7:23 PM (-06:00),2011-12-09 19:23:00
2332,1:43 PMDec 18,2000-12-18 13:43:00
2333,1:25 PM- Dec 25,2000-12-25 13:25:00
2334,2011-12-29 9:19 AM,2011-12-29 09:19:00
2335,Dec 28 - 6:21pm,2000-12-28 18:21:00
2336,12/9/11 1:42 PM (-05:00),2011-12-09 13:42:00
2337,12/5/11 10:51 AM (-08:00),2011-12-05 10:51:00
2338,12/11/11 4:40 PM (-05:00),2011-12-11 16:40:00
2339,2011-12-10 7:25 PM (Estimated),2011-12-10 19:25:00
2340,2011-12-09 06:05PM EST,2011-12-09 18:05:00
2341,Dec 31 - 3:20pm,2000-12-31 15:20:00
2342,3:11 PM- Jan 01,2000-01-01 15:11:00
2343,12/28/2011 4:06PM EST,2011-12-28 16:06:00
2344,12/26/11 10:17 AM (-06:00),2011-12-26 10:17:00
2345,11:22 AM  Wed 07-Dec-2011,2011-12-07 11:22:00
2346,2011-12-02 4:44 PM,2011-12-02 16:44:00
2347,2011-12-29 04:52 PM,2011-12-29 16:52:00
2348,Tue- Dec 27 12:33 PM,2000-12-27 12:33:00
2349,2011-12-19 12:41 PM,2011-12-19 12:41:00
2350,12/14/2011 9:21PM MST,2011-12-14 21:21:00
2351,12/28/11 8:12 PM (-06:00),2011-12-28 20:12:00
2352,6:25 PM- Dec 07,2000-12-07 18:25:00
2353,2011-12-22 1:36 PM,2011-12-22 13:36:00
2354,09:37 AM  Fri 02-Dec-2011,2011-12-02 09:37:00
2355,12/27/11 7:39 PM (-05:00),2011-12-27 19:39:00
2356,9:16 AM- Dec 11,2000-12-11 09:16:00
2357,2011-12-17 9:50 AM,2011-12-17 09:50:00
2358,7:33 AM- Dec 29,2000-12-29 07:33:00
2359,2011-12-11 06:05 AM,2011-12-11 06:05:00
2360,5:00 PMDec 29,2000-12-29 17:00:00
2361,11:58 AM  Thu 01-Dec-2011,2011-12-01 11:58:00
2362,2011-12-10 11:20AM PST,2011-12-10 11:20:00
2363,2011-12-09 09:00PM PST,2011-12-09 21:00:00
2364,2011-12-07 12:23 AM (Estimated runway),2011-12-07 00:23:00
2365,1:49 PM- Dec 20,2000-12-20 13:49:00
2366,06:11 PM  Sat 03-Dec-2011,2011-12-03 18:11:00
2367,12/28/2011 1:01AM EST,2011-12-28 01:01:00
2368,9:31 AM- Jan 03,2000-01-03 09:31:00
2369,12:50 PM- Dec 03,2000-12-03 12:50:00
2370,2011-12-10 9:26 AM,2011-12-10 09:26:00
2371,06:30 PM  Fri 02-Dec-2011,2011-12-02 18:30:00
2372,02:41 PM  Fri 02-Dec-2011,2011-12-02 14:41:00
2373,2:28 PM- Dec 17,2000-12-17 14:28:00
2374,5:06 PMDec 08,2000-12-08 17:06:00
2375,5:09 PMDec 07,2000-12-07 17:09:00
2376,7:15aDec 4,2000-12-04 07:15:00
2377,8:30pDec 22,2000-12-22 20:30:00
2378,1/3/12 12:00 AM (-07:00),2012-01-03 00:00:00
2379,8:19 PM- Dec 02,2000-12-02 20:19:00
2380,2011-12-25 07:15PM EST,2011-12-25 19:15:00
2381,7:39 PMDec 08,2000-12-08 19:39:00
2382,2011-12-30 10:26AM PST,2011-12-30 10:26:00
2383,7:40 AM- Dec 10,2000-12-10 07:40:00
2384,12/26/11 12:12 AM (-05:00),2011-12-26 00:12:00
2385,2011-12-29 07:23 PM,2011-12-29 19:23:00
2386,2011-12-09 05:12 PM,2011-12-09 05:12:00
2387,2011-12-12 11:45 AM,2011-12-12 11:45:00
2388,2011-12-09 01:43 PM,2011-12-09 01:43:00
2389,Dec 09 - 3:40pm,2000-12-09 15:40:00
2390,9:20 AM- Dec 03,2000-12-03 09:20:00
2391,12/17/11 6:01 PM (-05:00),2011-12-17 18:01:00
2392,2011-12-09 6:28 PM,2011-12-09 18:28:00
2393,3:40 PMDec 04,2000-12-04 15:40:00
2394,5:48 PM- Dec 16,2000-12-16 17:48:00
2395,2011-12-08 08:59PM PST,2011-12-08 08:59:00
2396,12/2/2011 4:58PM CST,2011-12-02 16:58:00
2397,9:05 PM- Dec 16,2000-12-16 21:05:00
2398,09:19 AM  Thu 29-Dec-2011,2011-12-29 09:19:00
2399,12/17/11 7:33 PM (-05:00),2011-12-17 19:33:00
2400,12/19/2011 4:42PM CST,2011-12-19 16:42:00
2401,2:20pDec 13,2000-12-13 14:20:00
2402,12/11/11 9:34 PM (-06:00),2011-12-11 21:34:00
2403,5:51 PMDec 27,2000-12-27 17:51:00
2404,7:29 PMDec 19,2000-12-19 19:29:00
2405,December 17- 2011               07:41 AM,2011-12-17 07:41:00
2406,12/19/11 6:09 PM (-05:00),2011-12-19 18:09:00
2407,4:41 PMDec 11,2000-12-11 16:41:00
2408,1/1/12 7:46 PM (-05:00),2012-01-01 19:46:00
2409,02:48 PM  Sat 31-Dec-2011,2011-12-31 14:48:00
2410,2011-12-25 9:31 AM,2011-12-25 09:31:00
2411,9:40 AM- Dec 18,2000-12-18 09:40:00
2412,2011-12-01 05:27PM PST,2011-12-01 17:27:00
2413,9:34 AMDec 24,2000-12-24 09:34:00
2414,1:43 PMDec 20,2000-12-20 13:43:00
2415,4:36pDec 28,2000-12-28 16:36:00
2416,2012-01-03 6:55 AM (Estimated),2012-01-03 06:55:00
2417,2012-01-01 4:46 PM,2012-01-01 16:46:00
2418,12/11/11 4:29 PM (-05:00),2011-12-11 16:29:00
2419,12/14/2011 9:05AM EST,2011-12-14 09:05:00
2420,2011-12-16 09:39AM EST,2011-12-16 09:39:00
2421,12/7/11 11:55 AM (-05:00),2011-12-07 11:55:00
2422,2011-12-11 Sun  06:28,2011-12-11 06:28:00
2423,11:05 AM- Dec 31,2000-12-31 11:05:00
2424,12/7/11 3:13 PM (-05:00),2011-12-07 15:13:00
2425,4:23 PM- Dec 13,2000-12-13 16:23:00
2426,05:42 PM  Thu 01-Dec-2011,2011-12-01 05:42:00
2427,2:27pDec 27,2000-12-27 14:27:00
2428,12/12/11 2:28 PM (-07:00),2011-12-12 14:28:00
2429,2011-12-09 6:25 PM,2011-12-09 18:25:00
2430,2011-12-20 12:40PM EST,2011-12-20 12:40:00
2431,2012-01-03 6:58 PM,2012-01-03 18:58:00
2432,2011-12-09 12:33 AM,2011-12-09 00:33:00
2433,10:43 AM- Dec 30,2000-12-30 10:43:00
2434,Mon- Dec 5 5:07 PM,2000-12-05 17:07:00
2435,2012-01-02 5:27 PM,2012-01-02 17:27:00
2436,1/3/12 1:34 PM (-05:00),2012-01-03 13:34:00
2437,2:34 PM- Dec 28,2000-12-28 14:34:00
2438,11:32 AM- Jan 01,2000-01-01 11:32:00
2439,10:23 AMDec 04,2000-12-04 10:23:00
2440,2012-01-02 11:36 AM,2012-01-02 11:36:00
2441,2:26 PM- Jan 02,2000-01-02 14:26:00
2442,2:29pDec 24,2000-12-24 14:29:00
2443,04:49 PM  Tue 13-Dec-2011,2011-12-13 16:49:00
2444,12/01/2011 03:43 PM,2011-12-01 03:43:00
2445,12/25/11 11:00 AM (-05:00),2011-12-25 11:00:00
2446,7:46 PM- Jan 02,2000-01-02 19:46:00
2447,2012-01-03 09:37AM EST,2012-01-03 09:37:00
2448,1/1/12 10:25 PM (-07:00),2012-01-01 22:25:00
2449,9:18 AMDec 14,2000-12-14 09:18:00
2450,9:35 AMDec 31,2000-12-31 09:35:00
2451,2011-12-14 10:15 AM,2011-12-14 10:15:00
2452,12/28/11 3:39 PM (-05:00),2011-12-28 15:39:00
2453,12:27 PMDec 05,2000-12-05 12:27:00
2454,2011-12-08 05:34 AM,2011-12-08 05:34:00
2455,7:56 AM- Dec 16,2000-12-16 07:56:00
2456,12/13/11 1:32 PM (-05:00),2011-12-13 13:32:00
2457,2011-12-24 05:38PM EST,2011-12-24 17:38:00
2458,12/2/11 10:08 AM (-06:00),2011-12-02 10:08:00
2459,8:02 PMDec 18,2000-12-18 20:02:00
2460,2011-12-16 03:40PM PST,2011-12-16 03:40:00
2461,2011-12-10 04:55 PM,2011-12-10 16:55:00
2462,12/13/2011 3:39PM CST,2011-12-13 15:39:00
2463,12/28/11 12:37 PM (-05:00),2011-12-28 12:37:00
2464,12/27/11 2:30 PM (-08:00),2011-12-27 14:30:00
2465,2011-12-01  2:46P,2011-12-01 02:46:00
2466,10:35pDec 17,2000-12-17 22:35:00
2467,2:50 PM- Dec 07,2000-12-07 14:50:00
2468,2011-12-01 03:04 PM,2011-12-01 03:04:00
2469,2011-12-07 9:03 AM,2011-12-07 09:03:00
2470,12/11/2011 4:11PM EST,2011-12-11 16:11:00
2471,12/28/11 7:41 AM (-05:00),2011-12-28 07:41:00
2472,2011-12-30 09:13AM EST,2011-12-30 09:13:00
2473,2011-12-28 6:16 PM,2011-12-28 18:16:00
2474,12/8/11 11:11 AM (-06:00),2011-12-08 11:11:00
2475,5:56 PMDec 27,2000-12-27 17:56:00
2476,12/28/11 11:39 PM (-05:00),2011-12-28 23:39:00
2477,7:12 AM- Dec 28,2000-12-28 07:12:00
2478,12/2/11 2:04 PM (-08:00),2011-12-02 14:04:00
2479,2:52 PM- Jan 03,2000-01-03 14:52:00
2480,2011-12-12 12:46 PM,2011-12-12 12:46:00
2481,12/29/11 12:41 PM (-05:00),2011-12-29 12:41:00
2482,Tue- Dec 20 11:11 AM,2000-12-20 11:11:00
2483,9:20 AM- Dec 02,2000-12-02 09:20:00
2484,10:10 AM- Dec 17,2000-12-17 10:10:00
2485,2011-12-29 11:43 AM,2011-12-29 11:43:00
2486,2011-12-31 2:22 PM,2011-12-31 14:22:00
2487,2011-12-13 2:16 PM,2011-12-13 14:16:00
2488,3:36 PMJan 01,2000-01-01 15:36:00
2489,01:52 PM  Fri 02-Dec-2011,2011-12-02 13:52:00
2490,Mon- Jan 2 9:08 PM,2000-01-02 21:08:00
2491,December 22- 2011               08:58 AM,2011-12-22 08:58:00
2492,12/18/11 4:59 PM (-05:00),2011-12-18 16:59:00
2493,2011-12-08 9:03 PM,2011-12-08 21:03:00
2494,2011-12-05 11:12 AM,2011-12-05 11:12:00
2495,9:14 AM- Dec 09,2000-12-09 09:14:00
2496,10:52 AM- Dec 13,2000-12-13 10:52:00
2497,12/8/11 8:59 PM (-08:00),2011-12-08 20:59:00
2498,9:17 PMDec 12,2000-12-12 21:17:00
2499,7:38 AM- Dec 26,2000-12-26 07:38:00
2500,3:26 PM- Dec 25,2000-12-25 15:26:00
2501,12/17/11 2:06 PM (-05:00),2011-12-17 14:06:00
2502,12/28/11 12:58 PM (-07:00),2011-12-28 12:58:00
2503,02:55 PM  Mon 05-Dec-2011,2011-12-05 14:55:00
2504,3:33 PMDec 11,2000-12-11 15:33:00
2505,2011-12-30 02:40PM PST,2011-12-30 14:40:00
2506,12/27/11 6:57 PM (-06:00),2011-12-27 18:57:00
2507,2011-12-07 10:01 AM,2011-12-07 10:01:00
2508,2011-12-29 4:52 PM,2011-12-29 16:52:00
2509,2012-01-03 09:40 AM,2012-01-03 09:40:00
2510,1:58pDec 31,2000-12-31 13:58:00
2511,2011-12-20 1:42 PM,2011-12-20 13:42:00
2512,12/17/11 4:53 PM (-06:00),2011-12-17 16:53:00
2513,2012-01-03 03:49PM EST,2012-01-03 15:49:00
2514,2012-01-02 06:00PM PST,2012-01-02 18:00:00
2515,5:37pDec 14,2000-12-14 17:37:00
2516,December 8- 2011               02:33 PM,2011-12-08 14:33:00
2517,4:44 PMDec 20,2000-12-20 16:44:00
2518,12/3/11 11:08 AM (-06:00),2011-12-03 11:08:00
2519,10:48 AM- Dec 13,2000-12-13 10:48:00
2520,11:43 AM- Dec 30,2000-12-30 11:43:00
2521,2011-12-17 07:32 AM,2011-12-17 07:32:00
2522,12/11/11 4:49 PM (-05:00),2011-12-11 16:49:00
2523,6:34 PMDec 10,2000-12-10 18:34:00
2524,2011-12-25 10:13AM CST,2011-12-25 10:13:00
2525,2011-12-04 6:29 PM,2011-12-04 18:29:00
2526,1:48 PMDec 16,2000-12-16 13:48:00
2527,06:19 AM  Thu 01-Dec-2011,2011-12-01 06:19:00
2528,2011-12-09 Fri  19:20,2011-12-09 19:20:00
2529,2012-01-03 11:21 AM,2012-01-03 11:21:00
2530,12/12/11 10:09 AM (-05:00),2011-12-12 10:09:00
2531,10:29 AM- Dec 16,2000-12-16 10:29:00
2532,2:55 PM- Dec 05,2000-12-05 14:55:00
2533,1/1/12 8:58 PM (-05:00),2012-01-01 20:58:00
2534,2011-12-09 12:19AM EST,2011-12-09 00:19:00
2535,09:30 AM  Mon 12-Dec-2011,2011-12-12 09:30:00
2536,2011-12-18 3:18 PM,2011-12-18 03:18:00
2537,Dec 01 - 5:43pm,2000-12-01 17:43:00
2538,12:38 PMDec 31,2000-12-31 12:38:00
2539,11:24 AMDec 04,2000-12-04 11:24:00
2540,12/29/11 6:26 AM (-05:00),2011-12-29 06:26:00
2541,12/12/11 9:59 AM (-06:00),2011-12-12 09:59:00
2542,2011-12-11 4:42 PM,2011-12-11 16:42:00
2543,09:17 AM  Wed 28-Dec-2011,2011-12-28 09:17:00
2544,1/1/12 2:41 PM (-05:00),2012-01-01 14:41:00
2545,3:57 PM- Dec 27,2000-12-27 15:57:00
2546,11:42 AMDec 08,2000-12-08 11:42:00
2547,2011-12-19 4:07 PM,2011-12-19 16:07:00
2548,12/18/11 9:04 AM (-05:00),2011-12-18 09:04:00
2549,2011-12-25 11:59 AM,2011-12-25 11:59:00
2550,2011-12-13 11:21 AM,2011-12-13 11:21:00
2551,12/20/11 8:27 PM (-05:00),2011-12-20 20:27:00
2552,2011-12-05  10:17A,2011-12-05 10:17:00
2553,2011-12-22 4:46 PM,2011-12-22 16:46:00
2554,1/3/12 9:31 AM (-05:00),2012-01-03 09:31:00
2555,7:45 PMDec 12,2000-12-12 19:45:00
2556,2011-12-04 09:29AM CST,2011-12-04 09:29:00
2557,2011-12-01 10:47 AM,2011-12-01 10:47:00
2558,2011-12-17 03:10 PM,2011-12-17 03:10:00
2559,2011-12-13 4:23 PM,2011-12-13 16:23:00
2560,04:47 PM  Sat 24-Dec-2011,2011-12-24 16:47:00
2561,2011-12-15 5:44 AM (Estimated runway),2011-12-15 05:44:00
2562,3:30 PM- Jan 03,2000-01-03 15:30:00
2563,2011-12-16 05:16 PM,2011-12-16 05:16:00
2564,December 12- 2011               03:07 PM,2011-12-12 03:07:00
2565,12/5/2011 12:07PM EST,2011-12-05 12:07:00
2566,9:31 PM- Dec 03,2000-12-03 21:31:00
2567,12:54 PM- Dec 22,2000-12-22 12:54:00
2568,11:18 AM- Dec 20,2000-12-20 11:18:00
2569,12/14/11 10:21 PM (-06:00),2011-12-14 22:21:00
2570,12/04/2011 02:21 PM,2011-12-04 14:21:00
2571,12/13/11 5:40 PM (-08:00),2011-12-13 17:40:00
2572,7:32 AM- Dec 14,2000-12-14 07:32:00
2573,2012-01-01 03:46PM EST,2012-01-01 15:46:00
2574,5:58pDec 24,2000-12-24 17:58:00
2575,7:23 PMDec 19,2000-12-19 19:23:00
2576,05:38 PM  Thu 01-Dec-2011,2011-12-01 05:38:00
2577,05:37 PM  Sun 25-Dec-2011,2011-12-25 05:37:00
2578,12/28/2011 9:22AM EST,2011-12-28 09:22:00
2579,2011-12-10 02:17 PM,2011-12-10 14:17:00
2580,10:23 AM- Dec 13,2000-12-13 10:23:00
2581,01:58 PM  Wed 07-Dec-2011,2011-12-07 13:58:00
2582,6:09 PM- Dec 01,2000-12-01 18:09:00
2583,6:35 PM- Dec 08,2000-12-08 18:35:00
2584,2011-12-31 05:00 PM,2011-12-31 17:00:00
2585,12/22/11 10:11 AM (-05:00),2011-12-22 10:11:00
2586,06:13 PM  Mon 19-Dec-2011,2011-12-19 06:13:00
2587,2011-12-18 9:19 AM,2011-12-18 09:19:00
2588,7:30 PMDec 11,2000-12-11 19:30:00
2589,December 30- 2011               03:55 PM,2011-12-30 03:55:00
2590,12:09 PM- Dec 09,2000-12-09 12:09:00
2591,12:14 PMDec 17,2000-12-17 12:14:00
2592,9:50 AM- Dec 22,2000-12-22 09:50:00
2593,2011-12-01 03:09 PM,2011-12-01 03:09:00
2594,06:12 PM  Mon 12-Dec-2011,2011-12-12 18:12:00
2595,2011-12-20 8:36 PM,2011-12-20 20:36:00
2596,09:04 PM  Tue 20-Dec-2011,2011-12-20 09:04:00
2597,2011-12-14 5:00 PM,2011-12-14 17:00:00
2598,5:47 PM- Dec 05,2000-12-05 17:47:00
2599,10:33aDec 19,2000-12-19 10:33:00
2600,2011-12-01 4:47 PM,2011-12-01 16:47:00
2601,3:16 PM- Dec 19,2000-12-19 15:16:00
2602,2011-12-11 01:20 PM,2011-12-11 13:20:00
2603,12/22/2011 12:07AM EST,2011-12-22 00:07:00
2604,2012-01-03 2:39 PM,2012-01-03 14:39:00
2605,7:00 PMDec 09,2000-12-09 19:00:00
2606,2:34 PM- Dec 16,2000-12-16 14:34:00
2607,5:02pJan 2,2000-01-02 17:02:00
2608,12/8/11 7:26 PM (-05:00),2011-12-08 19:26:00
2609,2011-12-20 1:50 PM,2011-12-20 13:50:00
2610,2011-12-15 7:42 AM,2011-12-15 07:42:00
2611,2011-12-04 3:02 PM,2011-12-04 03:02:00
2612,2011-12-25 09:39 AM,2011-12-25 09:39:00
2613,7:42 AM- Dec 09,2000-12-09 07:42:00
2614,12/27/11 12:25 PM (-08:00),2011-12-27 12:25:00
2615,12/22/11 9:22 AM (-06:00),2011-12-22 09:22:00
2616,7:40 AM- Dec 05,2000-12-05 07:40:00
2617,12/12/11 12:43 PM (-05:00),2011-12-12 12:43:00
2618,2011-12-30 09:20AM CST,2011-12-30 09:20:00
2619,12/04/2011 07:26 AM,2011-12-04 07:26:00
2620,December 11- 2011               02:36 PM,2011-12-11 14:36:00
2621,7:23pDec 24,2000-12-24 19:23:00
2622,2011-12-10 09:38 AM,2011-12-10 09:38:00
2623,2011-12-14 3:05 PM,2011-12-14 03:05:00
2624,2011-12-07 7:12 AM,2011-12-07 07:12:00
2625,7:35aDec 8,2000-12-08 07:35:00
2626,2011-12-27 3:55 PM,2011-12-27 03:55:00
2627,2011-12-26 7:42 PM,2011-12-26 19:42:00
2628,Dec 15 - 9:38am,2000-12-15 09:38:00
2629,1:17 PMDec 03,2000-12-03 13:17:00
2630,2011-12-17  10:10A,2011-12-17 10:10:00
2631,12/22/2011 11:15AM PST,2011-12-22 11:15:00
2632,12/04/2011 02:57 PM,2011-12-04 14:57:00
2633,December 28- 2011,2011-12-28 00:00:00
2634,12:04 PM- Dec 29,2000-12-29 12:04:00
2635,12/13/11 6:39 PM (-06:00),2011-12-13 18:39:00
2636,2011-12-24 07:19PM MST,2011-12-24 19:19:00
2637,02:35 PM  Thu 08-Dec-2011,2011-12-08 14:35:00
2638,4:46 PM- Dec 24,2000-12-24 16:46:00
2639,1/1/12 5:53 PM (-05:00),2012-01-01 17:53:00
2640,2011-12-22 08:51AM CST,2011-12-22 08:51:00
2641,2011-12-28 02:23PM MST,2011-12-28 14:23:00
2642,12/17/11 9:19 AM (-06:00),2011-12-17 09:19:00
2643,12/20/11 4:52 PM (-05:00),2011-12-20 16:52:00
2644,2011-12-20 09:14AM EST,2011-12-20 09:14:00
2645,06:12 PM  Wed 14-Dec-2011,2011-12-14 06:12:00
2646,4:50 PMDec 25,2000-12-25 16:50:00
2647,2011-12-11 10:24 PM (Estimated),2011-12-11 22:24:00
2648,2011-12-19 3:19 PM,2011-12-19 03:19:00
2649,2011-12-04 12:46 PM,2011-12-04 12:46:00
2650,2011-12-11 03:17PM PST,2011-12-11 03:17:00
2651,1/1/12 10:17 AM (-08:00),2012-01-01 10:17:00
2652,2011-12-17 03:40PM PST,2011-12-17 03:40:00
2653,1:43 PMDec 19,2000-12-19 13:43:00
2654,2011-12-01 02:21PM PST,2011-12-01 14:21:00
2655,06:50 PM  Tue 20-Dec-2011,2011-12-20 06:50:00
2656,4:52pDec 29,2000-12-29 16:52:00
2657,2011-12-27 9:24 AM,2011-12-27 09:24:00
2658,2011-12-12 10:04 AM,2011-12-12 10:04:00
2659,2011-12-19 4:53 AM (Estimated runway),2011-12-19 04:53:00
2660,12/18/11 1:43 PM (-05:00),2011-12-18 13:43:00
2661,5:55 PMDec 20,2000-12-20 17:55:00
2662,8:40 PM- Dec 25,2000-12-25 20:40:00
2663,6:30 PM- Dec 31,2000-12-31 18:30:00
2664,2012-01-02 7:29 PM,2012-01-02 19:29:00
2665,12/3/11 1:18 PM (-05:00),2011-12-03 13:18:00
2666,12/31/11 9:14 AM (-06:00),2011-12-31 09:14:00
2667,12/29/11 1:40 PM (-05:00),2011-12-29 13:40:00
2668,2011-12-12 09:20 PM,2011-12-12 09:20:00
2669,2011-12-27 11:19 AM,2011-12-27 11:19:00
2670,12/31/11 2:36 PM (-07:00),2011-12-31 14:36:00
2671,2011-12-16 09:35PM CST,2011-12-16 09:35:00
2672,2011-12-08 2:48 PM,2011-12-08 14:48:00
2673,12/22/11 6:11 PM (-05:00),2011-12-22 18:11:00
2674,1:41 PMJan 01,2000-01-01 13:41:00
2675,12/31/11 2:12 PM (-08:00),2011-12-31 14:12:00
2676,12/7/11 12:07 PM (-08:00),2011-12-07 12:07:00
2677,9:22 AM- Dec 13,2000-12-13 09:22:00
2678,02:46 PM  Fri 09-Dec-2011,2011-12-09 14:46:00
2679,December 24- 2011               06:02 PM,2011-12-24 18:02:00
2680,9:18aJan 1,2000-01-01 09:18:00
2681,12/12/2011 9:11AM CST,2011-12-12 09:11:00
2682,2012-01-03 08:09 PM,2012-01-03 20:09:00
2683,11:20aDec 11,2000-12-11 11:20:00
2684,2011-12-26 1:24 PM,2011-12-26 13:24:00
2685,2011-12-28 2:26 PM,2011-12-28 14:26:00
2686,Mon- Dec 19 7:55 AM,2000-12-19 07:55:00
2687,12:20 PM- Dec 18,2000-12-18 12:20:00
2688,7:29 PMJan 02,2000-01-02 19:29:00
2689,2011-12-12 03:19 PM,2011-12-12 03:19:00
2690,2011-12-19 10:33 AM,2011-12-19 10:33:00
2691,2011-12-14 02:00 PM,2011-12-14 14:00:00
2692,11:08 AM  Fri 02-Dec-2011,2011-12-02 11:08:00
2693,12/17/11 4:45 PM (-05:00),2011-12-17 16:45:00
2694,7:01 PMDec 26,2000-12-26 19:01:00
2695,5:36pDec 30,2000-12-30 17:36:00
2696,11:16 AM- Dec 05,2000-12-05 11:16:00
2697,12/16/11 2:26 PM (-07:00),2011-12-16 14:26:00
2698,1:47 PM- Dec 24,2000-12-24 13:47:00
2699,2:30 PM- Dec 07,2000-12-07 14:30:00
2700,5:18 PM- Dec 12,2000-12-12 17:18:00
2701,2011-12-11 06:05AM CST,2011-12-11 06:05:00
2702,08:54 AM  Mon 02-Jan-2012,2012-01-02 08:54:00
2703,Dec 10 - Not Available,2000-12-10 00:00:00
2704,07:31 AM  Sat 31-Dec-2011,2011-12-31 07:31:00
2705,8:08 PMDec 02,2000-12-02 20:08:00
2706,December 12- 2011               08:18 AM,2011-12-12 08:18:00
2707,12/31/11 7:52 PM (-05:00),2011-12-31 19:52:00
2708,2011-12-10 12:26PM EST,2011-12-10 12:26:00
2709,6:39pJan 2,2000-01-02 18:39:00
2710,2011-12-30 01:44PM EST,2011-12-30 13:44:00
2711,1/2/12 4:39 PM (-05:00),2012-01-02 16:39:00
2712,12/13/11 4:17 PM (-05:00),2011-12-13 16:17:00
2713,12/9/11 11:19 PM (-05:00),2011-12-09 23:19:00
2714,3:31pDec 26,2000-12-26 15:31:00
2715,12/27/2011 7:21AM CST,2011-12-27 07:21:00
2716,8:11 PM- Dec 27,2000-12-27 20:11:00
2717,2011-12-17 09:39PM CST,2011-12-17 09:39:00
2718,09:17 AM  Mon 12-Dec-2011,2011-12-12 09:17:00
2719,3:28 PMDec 13,2000-12-13 15:28:00
2720,12/28/11 7:10 AM (-06:00),2011-12-28 07:10:00
2721,9:28 AMDec 08,2000-12-08 09:28:00
2722,2011-12-18 11:21 AM,2011-12-18 11:21:00
2723,11:16 AM- Dec 22,2000-12-22 11:16:00
2724,7:36pDec 18,2000-12-18 19:36:00
2725,2011-12-09 9:37 AM,2011-12-09 09:37:00
2726,12/18/11 5:02 PM (-05:00),2011-12-18 17:02:00
2727,8:57 PMDec 26,2000-12-26 20:57:00
2728,12/5/11 7:44 PM (-07:00),2011-12-05 19:44:00
2729,12:24 PM- Dec 31,2000-12-31 12:24:00
2730,12:45 PM- Dec 04,2000-12-04 12:45:00
2731,12/16/11 9:02 PM (-08:00),2011-12-16 21:02:00
2732,9:41 PM- Dec 19,2000-12-19 21:41:00
2733,12/3/11 8:47 AM (-08:00),2011-12-03 08:47:00
2734,06:23 PM  Sun 18-Dec-2011,2011-12-18 06:23:00
2735,12/25/11 8:05 AM (-08:00),2011-12-25 08:05:00
2736,1:32 PMDec 02,2000-12-02 13:32:00
2737,Dec 30 - 3:54pm,2000-12-30 15:54:00
2738,12/25/2011 3:29PM EST,2011-12-25 15:29:00
2739,12/22/11 5:56 PM (-05:00),2011-12-22 17:56:00
2740,10:38 AM  Mon 12-Dec-2011,2011-12-12 10:38:00
2741,1:47pDec 18,2000-12-18 13:47:00
2742,1:36 PM- Dec 24,2000-12-24 13:36:00
2743,10:14 PM- Dec 11&nbsp(Estimated),2000-12-11 22:14:00
2744,12:01 PMDec 14,2000-12-14 12:01:00
2745,7:11 PMJan 03,2000-01-03 19:11:00
2746,2011-12-03 11:19 AM,2011-12-03 11:19:00
2747,10:05 PM- Dec 03,2000-12-03 22:05:00
2748,December 20- 2011               10:07 AM,2011-12-20 10:07:00
2749,2012-01-01 06:28 PM,2012-01-01 06:28:00
2750,5:17pDec 1,2000-12-01 17:17:00
2751,2011-12-12 9:21 AM,2011-12-12 09:21:00
2752,Wed- Dec 28 1:11 PM,2000-12-28 13:11:00
2753,Dec 07 - 2:22pm,2000-12-07 14:22:00
2754,9:21 AM- Dec 14,2000-12-14 09:21:00
2755,1:46pDec 11,2000-12-11 13:46:00
2756,2011-12-07 6:37 PM,2011-12-07 18:37:00
2757,December 18- 2011               08:09 PM,2011-12-18 20:09:00
2758,11:11 AM- Dec 27,2000-12-27 11:11:00
2759,2011-12-31 2:48 PM,2011-12-31 14:48:00
2760,12/1/11 5:00 PM (-05:00),2011-12-01 17:00:00
2761,2:21 PM- Dec 10,2000-12-10 14:21:00
2762,2011-12-05 04:47 PM,2011-12-05 16:47:00
2763,2012-01-02 10:16AM PST,2012-01-02 10:16:00
2764,1:26 PM- Dec 28,2000-12-28 13:26:00
2765,12/4/11 11:44 AM (-05:00),2011-12-04 11:44:00
2766,2011-12-09 12:15 AM (Estimated),2011-12-09 00:15:00
2767,2011-12-30 10:31PM MST,2011-12-30 22:31:00
2768,4:42 PM- Dec 29,2000-12-29 16:42:00
2769,10:15 AMDec 14,2000-12-14 10:15:00
2770,December 12- 2011               01:00 PM,2011-12-12 13:00:00
2771,12/10/11 4:22 PM (-05:00),2011-12-10 16:22:00
2772,2011-12-25 10:52 AM,2011-12-25 10:52:00
2773,09:21 AM  Sat 31-Dec-2011,2011-12-31 09:21:00
2774,9:21 PM- Dec 08,2000-12-08 21:21:00
2775,12/25/11 9:45 AM (-05:00),2011-12-25 09:45:00
2776,2011-12-19 6:31 PM,2011-12-19 18:31:00
2777,2011-12-20 5:10 PM,2011-12-20 17:10:00
2778,8:26 PMDec 31,2000-12-31 20:26:00
2779,Dec 07 - 10:01am,2000-12-07 10:01:00
2780,2011-12-10 1:25 PM,2011-12-10 13:25:00
2781,12/16/11 10:28 AM (-06:00),2011-12-16 10:28:00
